   0.18500	   0.06000	   0.06000	   0.00000	   0.00400	   0.18000	   0.00400	   0.01600	   0.00000	   0.00000	   0.00000	   0.03000	   0.03000	   0.03000	   0.00000	   0.00000	   0.00000	   0.00000	   0.00000	   0.00000
   0.06000	   0.21500	   0.09000	   0.03000	   0.00400	   0.18800	   0.00400	   0.18200	   0.00400	   0.00400	   0.00000	   0.03000	   0.03000	   0.03000	   0.00000	   0.03000	   0.03000	   0.03000	   0.00000	   0.00000
   0.06000	   0.09000	   0.21500	   0.03000	   0.00400	   0.18800	   0.00400	   0.18200	   0.00400	   0.00400	   0.00000	   0.03000	   0.03000	   0.03000	   0.00000	   0.03000	   0.03000	   0.03000	   0.00000	   0.00000
   0.00000	   0.01500	   0.01500	   0.14000	   0.00000	   0.00400	   0.00000	   0.08300	   0.00200	   0.00200	   0.00000	   0.00000	   0.00000	   0.00000	   0.00000	   0.01500	   0.01500	   0.01500	   0.00000	   0.00000
   0.00400	   0.00400	   0.00400	   0.00000	   0.17000	   0.03000	   0.03000	   0.00000	   0.00000	   0.00000	   0.07800	   0.08200	   0.08200	   0.00200	   0.00200	   0.00000	   0.00000	   0.00000	   0.00000	   0.00000
   0.18000	   0.18800	   0.18800	   0.00800	   0.03000	   0.35000	   0.03000	   0.12000	   0.00000	   0.00000	   0.00200	   0.09400	   0.09400	   0.09000	   0.00200	   0.00800	   0.00800	   0.00800	   0.00000	   0.00000
   0.00400	   0.00400	   0.00400	   0.00000	   0.03000	   0.03000	   0.17000	   0.00000	   0.00000	   0.00000	   0.00200	   0.08200	   0.08200	   0.00200	   0.07800	   0.00000	   0.00000	   0.00000	   0.00000	   0.00000
   0.00800	   0.09100	   0.09100	   0.08300	   0.00000	   0.06000	   0.00000	   0.24500	   0.03000	   0.03000	   0.00000	   0.00400	   0.00400	   0.00400	   0.00000	   0.08300	   0.08700	   0.08700	   0.00200	   0.00200
   0.00000	   0.00200	   0.00200	   0.00200	   0.00000	   0.00000	   0.00000	   0.03000	   0.17000	   0.03000	   0.00000	   0.00000	   0.00000	   0.00000	   0.00000	   0.00200	   0.08200	   0.08200	   0.07800	   0.00200
   0.00000	   0.00200	   0.00200	   0.00200	   0.00000	   0.00000	   0.00000	   0.03000	   0.03000	   0.17000	   0.00000	   0.00000	   0.00000	   0.00000	   0.00000	   0.00200	   0.08200	   0.08200	   0.00200	   0.07800
   0.00000	   0.00000	   0.00000	   0.00000	   0.07800	   0.00200	   0.00200	   0.00000	   0.00000	   0.00000	   0.14000	   0.01500	   0.01500	   0.00000	   0.00000	   0.00000	   0.00000	   0.00000	   0.00000	   0.00000
   0.03000	   0.03000	   0.03000	   0.00000	   0.08200	   0.09400	   0.08200	   0.00800	   0.00000	   0.00000	   0.01500	   0.17000	   0.04500	   0.01500	   0.01500	   0.00000	   0.00000	   0.00000	   0.00000	   0.00000
   0.03000	   0.03000	   0.03000	   0.00000	   0.08200	   0.09400	   0.08200	   0.00800	   0.00000	   0.00000	   0.01500	   0.04500	   0.17000	   0.01500	   0.01500	   0.00000	   0.00000	   0.00000	   0.00000	   0.00000
   0.03000	   0.03000	   0.03000	   0.00000	   0.00200	   0.09000	   0.00200	   0.00800	   0.00000	   0.00000	   0.00000	   0.01500	   0.01500	   0.14000	   0.00000	   0.00000	   0.00000	   0.00000	   0.00000	   0.00000
   0.00000	   0.00000	   0.00000	   0.00000	   0.00200	   0.00200	   0.07800	   0.00000	   0.00000	   0.00000	   0.00000	   0.01500	   0.01500	   0.00000	   0.14000	   0.00000	   0.00000	   0.00000	   0.00000	   0.00000
   0.00000	   0.01500	   0.01500	   0.01500	   0.00000	   0.00400	   0.00000	   0.08300	   0.00200	   0.00200	   0.00000	   0.00000	   0.00000	   0.00000	   0.00000	   0.14000	   0.01500	   0.01500	   0.00000	   0.00000
   0.00000	   0.01500	   0.01500	   0.01500	   0.00000	   0.00400	   0.00000	   0.08700	   0.08200	   0.08200	   0.00000	   0.00000	   0.00000	   0.00000	   0.00000	   0.01500	   0.17000	   0.04500	   0.01500	   0.01500
   0.00000	   0.01500	   0.01500	   0.01500	   0.00000	   0.00400	   0.00000	   0.08700	   0.08200	   0.08200	   0.00000	   0.00000	   0.00000	   0.00000	   0.00000	   0.01500	   0.04500	   0.17000	   0.01500	   0.01500
   0.00000	   0.00000	   0.00000	   0.00000	   0.00000	   0.00000	   0.00000	   0.00200	   0.07800	   0.00200	   0.00000	   0.00000	   0.00000	   0.00000	   0.00000	   0.00000	   0.01500	   0.01500	   0.14000	   0.00000
   0.00000	   0.00000	   0.00000	   0.00000	   0.00000	   0.00000	   0.00000	   0.00200	   0.00200	   0.07800	   0.00000	   0.00000	   0.00000	   0.00000	   0.00000	   0.00000	   0.01500	   0.01500	   0.00000	   0.14000
